,pred_hy
103,"[60, 21, 6]"
104,"[50, 5, 54]"
105,"[4, 5, 54]"
106,"[57, 37, 5]"
107,"[56, 17, 28]"
108,"[4, 5, 54]"
109,"[0, 57, 6]"
110,"[57, 37, 6]"
111,"[41, 28, 57]"
112,"[8, 60, 5]"
113,"[57, 35, 28]"
114,"[8, 56, 4]"
115,"[60, 28, 6]"
116,"[28, 54, 60]"
117,"[5, 4, 21]"
118,"[8, 17, 54]"
119,"[60, 5, 6]"
120,"[8, 50, 21]"
121,"[8, 3, 21]"
122,"[57, 19, 6]"
123,"[56, 50, 28]"
124,"[28, 60, 6]"
125,"[57, 21, 37]"
126,"[56, 4, 28]"
127,"[57, 26, 6]"
128,"[57, 19, 6]"
129,"[8, 60, 54]"
130,"[8, 60, 5]"
131,"[60, 28, 6]"
132,"[3, 21, 54]"
133,"[0, 8, 57]"
134,"[17, 21, 54]"
135,"[50, 28, 54]"
136,"[56, 17, 5]"
137,"[60, 21, 6]"
138,"[8, 57, 29]"
139,"[56, 4, 6]"
140,"[3, 54, 6]"
141,"[57, 37, 5]"
142,"[3, 5, 6]"
143,"[57, 21, 39]"
144,"[56, 50, 6]"
145,"[0, 57, 28]"
146,"[57, 19, 5]"
147,"[56, 50, 21]"
148,"[57, 3, 17]"
149,"[60, 5, 54]"
150,"[57, 50, 17]"
151,"[56, 57, 26]"
152,"[56, 3, 54]"
153,"[56, 50, 54]"
154,"[57, 28, 37]"
155,"[56, 17, 5]"
156,"[8, 56, 3]"
157,"[17, 50, 57]"
158,"[49, 5, 57]"
159,"[17, 21, 54]"
160,"[56, 17, 28]"
161,"[8, 57, 37]"
162,"[8, 57, 37]"
163,"[41, 28, 57]"
164,"[50, 28, 54]"
165,"[8, 57, 26]"
166,"[56, 3, 6]"
167,"[8, 60, 21]"
168,"[56, 3, 5]"
169,"[60, 5, 6]"
170,"[0, 57, 28]"
171,"[8, 56, 4]"
172,"[50, 21, 54]"
173,"[57, 35, 28]"
174,"[8, 3, 21]"
175,"[57, 21, 37]"
176,"[8, 17, 56]"
177,"[57, 21, 49]"
178,"[57, 37, 21]"
179,"[57, 19, 28]"
180,"[50, 28, 54]"
181,"[57, 35, 28]"
182,"[57, 26, 6]"
183,"[17, 4, 57]"
184,"[57, 21, 39]"
185,"[50, 28, 21]"
186,"[3, 21, 54]"
187,"[56, 41, 6]"
188,"[56, 35, 28]"
189,"[56, 49, 8]"
190,"[3, 4, 5]"
191,"[26, 28, 5]"
192,"[41, 3, 57]"
193,"[35, 21, 54]"
194,"[57, 19, 4]"
195,"[3, 4, 5]"
196,"[56, 26, 21]"
197,"[50, 4, 28]"
198,"[56, 35, 28]"
199,"[3, 4, 5]"
200,"[57, 28, 22]"
201,"[56, 17, 3]"
202,"[5, 35, 21]"
203,"[0, 21, 54]"
204,"[5, 6, 55]"
205,"[8, 57, 22]"
206,"[49, 3, 57]"
207,"[4, 60, 6]"
208,"[8, 57, 48]"
209,"[50, 4, 5]"
210,"[56, 35, 28]"
211,"[19, 5, 6]"
212,"[8, 49, 5]"
213,"[37, 54, 6]"
214,"[57, 54, 22]"
215,"[56, 5, 39]"
216,"[57, 26, 60]"
217,"[56, 49, 5]"
218,"[8, 29, 6]"
219,"[3, 57, 19]"
220,"[57, 28, 62]"
221,"[19, 28, 21]"
222,"[35, 28, 6]"
223,"[3, 4, 5]"
224,"[3, 4, 5]"
225,"[3, 4, 5]"
226,"[5, 37, 21]"
227,"[3, 4, 5]"
228,"[57, 18, 5]"
229,"[8, 28, 37]"
230,"[41, 3, 57]"
231,"[57, 26, 4]"
232,"[50, 4, 5]"
233,"[56, 29, 6]"
234,"[3, 4, 5]"
235,"[32, 57, 5]"
236,"[56, 19, 21]"
237,"[49, 21, 54]"
238,"[56, 5, 55]"
239,"[56, 21, 55]"
240,"[8, 29, 6]"
241,"[57, 4, 37]"
242,"[8, 28, 55]"
243,"[50, 60, 6]"
244,"[56, 41, 54]"
245,"[57, 50, 39]"
246,"[8, 57, 24]"
247,"[17, 49, 57]"
248,"[4, 21, 60]"
249,"[57, 26, 4]"
250,"[56, 4, 60]"
251,"[26, 28, 54]"
252,"[3, 4, 21]"
253,"[56, 26, 28]"
254,"[37, 21, 6]"
255,"[56, 28, 29]"
256,"[48, 57, 8]"
257,"[57, 3, 39]"
258,"[3, 60, 5]"
259,"[57, 5, 62]"
260,"[28, 37, 6]"
261,"[57, 26, 3]"
262,"[5, 21, 29]"
263,"[3, 4, 21]"
264,"[8, 28, 55]"
265,"[28, 37, 6]"
266,"[8, 28, 55]"
267,"[56, 26, 21]"
268,"[28, 29, 6]"
269,"[32, 57, 5]"
270,"[1, 54, 57]"
271,"[25, 21, 57]"
272,"[57, 28, 15]"
273,"[8, 29, 54]"
274,"[56, 29, 6]"
275,"[8, 41, 28]"
276,"[21, 29, 6]"
277,"[50, 3, 54]"
278,"[56, 21, 29]"
279,"[56, 29, 6]"
280,"[57, 21, 22]"
281,"[35, 21, 54]"
282,"[41, 21, 54]"
283,"[19, 5, 6]"
284,"[57, 3, 41]"
285,"[49, 28, 21]"
286,"[24, 57, 21]"
287,"[57, 26, 50]"
288,"[57, 50, 35]"
289,"[48, 57, 21]"
290,"[37, 5, 6]"
291,"[48, 57, 28]"
292,"[3, 28, 4]"
293,"[17, 50, 6]"
294,"[56, 26, 6]"
295,"[56, 37, 21]"
296,"[8, 5, 29]"
297,"[17, 60, 28]"
298,"[56, 5, 29]"
299,"[17, 50, 21]"
300,"[57, 59, 21]"
301,"[56, 49, 5]"
302,"[8, 54, 55]"
303,"[41, 54, 6]"
304,"[41, 21, 6]"
305,"[57, 21, 62]"
306,"[56, 37, 54]"
307,"[5, 29, 54]"
308,"[24, 57, 54]"
309,"[56, 6, 55]"
310,"[17, 3, 5]"
311,"[49, 28, 54]"
312,"[8, 49, 21]"
313,"[37, 54, 6]"
314,"[0, 28, 6]"
315,"[0, 56, 21]"
316,"[8, 54, 39]"
317,"[35, 21, 54]"
318,"[56, 35, 5]"
319,"[56, 49, 28]"
320,"[49, 28, 21]"
321,"[57, 5, 45]"
322,"[3, 57, 19]"
323,"[25, 28, 57]"
324,"[8, 29, 54]"
325,"[57, 50, 19]"
326,"[40, 57, 5]"
327,"[35, 5, 6]"
328,"[56, 19, 5]"
329,"[41, 5, 54]"
330,"[56, 35, 6]"
331,"[50, 4, 5]"
332,"[50, 4, 5]"
333,"[41, 60, 57]"
334,"[56, 8, 19]"
335,"[56, 35, 6]"
336,"[56, 37, 54]"
337,"[19, 28, 21]"
338,"[56, 49, 28]"
339,"[8, 35, 6]"
340,"[5, 37, 6]"
341,"[3, 4, 5]"
342,"[3, 4, 5]"
343,"[3, 4, 5]"
344,"[3, 4, 5]"
345,"[56, 26, 21]"
346,"[49, 28, 21]"
347,"[0, 21, 54]"
348,"[57, 37, 17]"
349,"[19, 21, 6]"
350,"[57, 59, 6]"
351,"[19, 57, 3]"
352,"[56, 49, 21]"
353,"[5, 29, 54]"
354,"[41, 5, 6]"
355,"[57, 5, 22]"
356,"[49, 54, 6]"
357,"[50, 3, 54]"
358,"[5, 21, 39]"
359,"[49, 5, 54]"
360,"[26, 28, 54]"
361,"[56, 28, 37]"
362,"[57, 50, 37]"
363,"[57, 18, 5]"
364,"[56, 19, 5]"
365,"[26, 21, 54]"
366,"[8, 37, 54]"
367,"[35, 21, 54]"
368,"[8, 57, 62]"
369,"[5, 37, 54]"
370,"[0, 56, 28]"
371,"[28, 37, 6]"
372,"[24, 57, 28]"
373,"[35, 5, 54]"
374,"[8, 57, 59]"
375,"[57, 50, 39]"
376,"[35, 5, 54]"
377,"[56, 21, 29]"
378,"[41, 5, 54]"
379,"[26, 21, 54]"
380,"[4, 5, 60]"
381,"[49, 4, 57]"
382,"[37, 5, 6]"
383,"[57, 18, 54]"
384,"[57, 3, 39]"
385,"[17, 3, 6]"
386,"[4, 6, 60]"
387,"[26, 28, 5]"
388,"[41, 5, 54]"
389,"[48, 57, 5]"
390,"[56, 28, 29]"
391,"[57, 4, 37]"
392,"[5, 37, 54]"
393,"[3, 60, 5]"
394,"[56, 19, 21]"
395,"[50, 60, 5]"
396,"[56, 41, 5]"
397,"[57, 18, 28]"
398,"[50, 4, 21]"
399,"[3, 4, 21]"
400,"[3, 4, 21]"
401,"[17, 57, 55]"
402,"[17, 57, 55]"
403,"[0, 5, 54]"
404,"[8, 41, 54]"
405,"[8, 25, 57]"
406,"[5, 19, 21]"
407,"[57, 18, 6]"
408,"[17, 50, 21]"
409,"[48, 57, 21]"
410,"[35, 28, 21]"
411,"[5, 21, 29]"
412,"[56, 19, 6]"
413,"[56, 5, 29]"
414,"[56, 8, 29]"
415,"[17, 50, 21]"
416,"[17, 50, 5]"
417,"[48, 57, 28]"
418,"[56, 26, 28]"
419,"[5, 35, 21]"
420,"[29, 5, 54]"
421,"[8, 49, 28]"
422,"[50, 60, 54]"
423,"[56, 37, 54]"
424,"[17, 50, 21]"
425,"[49, 21, 6]"
426,"[56, 21, 37]"
427,"[60, 4, 54]"
428,"[60, 4, 54]"
429,"[25, 28, 57]"
430,"[57, 45, 6]"
431,"[8, 35, 6]"
432,"[56, 1, 57]"
433,"[35, 54, 6]"
434,"[0, 8, 6]"
435,"[17, 4, 54]"
436,"[21, 28, 29]"
437,"[49, 3, 57]"
438,"[3, 60, 6]"
439,"[41, 5, 54]"
440,"[56, 50, 3]"
441,"[64, 57, 6]"
442,"[8, 0, 6]"
443,"[21, 28, 29]"
444,"[5, 6, 55]"
445,"[8, 56, 37]"
446,"[56, 35, 21]"
447,"[56, 35, 21]"
448,"[57, 5, 15]"
449,"[49, 21, 54]"
450,"[37, 54, 6]"
451,"[17, 60, 54]"
452,"[3, 60, 54]"
453,"[50, 60, 6]"
454,"[17, 50, 5]"
455,"[17, 37, 57]"
456,"[17, 3, 5]"
457,"[40, 57, 28]"
458,"[4, 5, 60]"
459,"[8, 56, 19]"
460,"[56, 29, 6]"
461,"[56, 35, 28]"
462,"[56, 50, 4]"
463,"[8, 57, 24]"
464,"[57, 45, 54]"
465,"[8, 49, 28]"
466,"[29, 54, 6]"
467,"[19, 57, 3]"
468,"[56, 49, 8]"
469,"[28, 21, 55]"
470,"[0, 5, 21]"
471,"[21, 6, 39]"
472,"[0, 57, 4]"
473,"[35, 5, 54]"
474,"[3, 60, 6]"
475,"[57, 5, 15]"
476,"[3, 60, 21]"
477,"[50, 60, 5]"
478,"[56, 41, 6]"
479,"[28, 29, 6]"
480,"[35, 28, 54]"
481,"[1, 5, 57]"
482,"[35, 21, 54]"
483,"[56, 19, 21]"
484,"[56, 41, 54]"
485,"[17, 60, 54]"
486,"[50, 28, 60]"
487,"[8, 19, 54]"
488,"[8, 37, 54]"
489,"[41, 5, 21]"
490,"[28, 29, 54]"
491,"[26, 5, 21]"
492,"[28, 29, 6]"
493,"[41, 28, 21]"
494,"[56, 19, 5]"
495,"[5, 37, 21]"
496,"[0, 28, 54]"
497,"[32, 57, 21]"
498,"[0, 21, 54]"
499,"[57, 5, 22]"
500,"[8, 49, 54]"
501,"[17, 50, 21]"
502,"[28, 21, 39]"
503,"[35, 21, 54]"
504,"[26, 28, 54]"
505,"[48, 57, 6]"
506,"[21, 29, 54]"
507,"[57, 4, 37]"
508,"[0, 56, 5]"
509,"[1, 28, 57]"
510,"[50, 60, 21]"
511,"[19, 28, 54]"
512,"[56, 4, 60]"
513,"[56, 17, 3]"
514,"[41, 21, 54]"
515,"[50, 60, 21]"
516,"[49, 5, 21]"
517,"[8, 56, 19]"
518,"[17, 37, 57]"
519,"[8, 56, 19]"
520,"[17, 26, 57]"
521,"[17, 3, 5]"
522,"[56, 3, 29]"
523,"[57, 26, 19]"
524,"[8, 57, 2]"
525,"[57, 46, 6]"
526,"[8, 57, 30]"
527,"[59, 5, 54]"
528,"[21, 54, 15]"
529,"[8, 32, 6]"
530,"[8, 18, 5]"
531,"[21, 54, 15]"
532,"[8, 59, 5]"
533,"[57, 5, 53]"
534,"[0, 57, 35]"
535,"[56, 3, 35]"
536,"[8, 4, 55]"
537,"[57, 19, 49]"
538,"[8, 59, 5]"
539,"[49, 28, 4]"
540,"[3, 19, 28]"
541,"[57, 2, 6]"
542,"[50, 5, 29]"
543,"[29, 4, 5]"
544,"[28, 54, 22]"
545,"[57, 28, 9]"
546,"[57, 30, 6]"
547,"[50, 54, 39]"
548,"[26, 3, 5]"
549,"[49, 4, 5]"
550,"[56, 8, 59]"
551,"[21, 5, 22]"
552,"[28, 5, 23]"
553,"[8, 28, 62]"
554,"[56, 17, 37]"
555,"[64, 56, 6]"
556,"[8, 32, 5]"
557,"[3, 35, 6]"
558,"[40, 21, 54]"
559,"[4, 5, 55]"
560,"[50, 6, 39]"
561,"[41, 50, 21]"
562,"[26, 3, 28]"
563,"[54, 6, 15]"
564,"[56, 41, 17]"
565,"[57, 28, 20]"
566,"[1, 54, 6]"
567,"[50, 29, 6]"
568,"[17, 25, 57]"
569,"[28, 60, 39]"
570,"[57, 44, 21]"
571,"[32, 28, 21]"
572,"[41, 3, 54]"
573,"[40, 8, 54]"
574,"[57, 4, 25]"
575,"[57, 54, 47]"
576,"[49, 50, 21]"
577,"[57, 44, 5]"
578,"[32, 57, 3]"
579,"[56, 50, 29]"
580,"[41, 37, 57]"
581,"[0, 60, 54]"
582,"[8, 17, 55]"
583,"[41, 37, 57]"
584,"[0, 57, 55]"
585,"[50, 19, 54]"
586,"[22, 54, 6]"
587,"[3, 54, 39]"
588,"[8, 57, 47]"
589,"[28, 21, 22]"
590,"[4, 54, 39]"
591,"[32, 21, 54]"
592,"[21, 6, 15]"
593,"[49, 50, 21]"
594,"[8, 17, 49]"
595,"[50, 21, 37]"
596,"[8, 25, 6]"
597,"[32, 5, 21]"
598,"[19, 3, 28]"
599,"[3, 35, 54]"
600,"[57, 5, 46]"
601,"[35, 60, 5]"
602,"[56, 59, 21]"
603,"[56, 19, 60]"
604,"[26, 3, 5]"
605,"[49, 57, 41]"
606,"[32, 28, 21]"
607,"[3, 28, 39]"
608,"[25, 54, 6]"
609,"[59, 28, 6]"
610,"[56, 50, 29]"
611,"[0, 4, 54]"
612,"[0, 3, 6]"
613,"[50, 5, 39]"
614,"[5, 28, 45]"
615,"[17, 37, 21]"
616,"[21, 60, 37]"
617,"[8, 57, 47]"
618,"[41, 3, 28]"
619,"[41, 60, 54]"
620,"[24, 57, 60]"
621,"[56, 50, 35]"
622,"[8, 57, 42]"
623,"[57, 11, 54]"
624,"[32, 56, 28]"
625,"[17, 29, 54]"
626,"[57, 44, 28]"
627,"[8, 4, 39]"
628,"[40, 56, 28]"
629,"[0, 50, 56]"
630,"[56, 32, 28]"
631,"[57, 21, 31]"
632,"[28, 62, 6]"
633,"[8, 3, 29]"
634,"[0, 3, 28]"
635,"[57, 21, 47]"
636,"[57, 3, 22]"
637,"[8, 18, 5]"
638,"[19, 4, 21]"
639,"[8, 57, 13]"
640,"[8, 1, 21]"
641,"[8, 17, 55]"
642,"[45, 5, 54]"
643,"[8, 4, 55]"
644,"[56, 57, 46]"
645,"[5, 60, 37]"
646,"[8, 1, 28]"
647,"[57, 42, 28]"
648,"[8, 4, 29]"
649,"[8, 50, 29]"
650,"[40, 28, 54]"
651,"[0, 60, 21]"
652,"[50, 28, 39]"
653,"[41, 60, 54]"
654,"[50, 28, 37]"
655,"[56, 26, 4]"
656,"[49, 50, 54]"
657,"[57, 44, 21]"
658,"[50, 37, 54]"
659,"[56, 18, 5]"
660,"[17, 28, 55]"
661,"[56, 57, 20]"
662,"[57, 11, 6]"
663,"[17, 5, 55]"
664,"[56, 50, 19]"
665,"[56, 1, 5]"
666,"[57, 36, 5]"
667,"[57, 58, 5]"
668,"[17, 45, 57]"
669,"[50, 5, 39]"
670,"[56, 28, 22]"
671,"[4, 28, 55]"
672,"[56, 41, 4]"
673,"[35, 4, 54]"
674,"[1, 28, 54]"
675,"[3, 54, 55]"
676,"[24, 8, 56]"
677,"[32, 5, 21]"
678,"[56, 17, 35]"
679,"[57, 58, 21]"
680,"[50, 28, 55]"
681,"[57, 18, 4]"
682,"[4, 6, 39]"
683,"[4, 6, 39]"
684,"[26, 3, 6]"
685,"[24, 5, 6]"
686,"[25, 28, 6]"
687,"[26, 3, 6]"
688,"[56, 32, 6]"
689,"[56, 50, 26]"
690,"[8, 50, 29]"
691,"[49, 3, 6]"
692,"[5, 21, 22]"
693,"[56, 17, 19]"
694,"[8, 18, 5]"
695,"[8, 18, 5]"
696,"[5, 62, 6]"
697,"[1, 21, 54]"
698,"[56, 50, 29]"
699,"[48, 5, 54]"
700,"[3, 28, 55]"
701,"[56, 8, 45]"
702,"[0, 3, 6]"
703,"[48, 21, 54]"
704,"[57, 21, 30]"
705,"[41, 50, 6]"
706,"[50, 28, 39]"
707,"[57, 5, 46]"
708,"[4, 37, 54]"
709,"[56, 59, 28]"
710,"[17, 28, 29]"
711,"[57, 3, 59]"
712,"[3, 19, 21]"
713,"[56, 41, 50]"
714,"[8, 17, 49]"
715,"[8, 50, 55]"
716,"[8, 40, 54]"
717,"[56, 28, 45]"
718,"[8, 17, 19]"
719,"[41, 4, 5]"
720,"[28, 62, 6]"
721,"[21, 45, 5]"
722,"[40, 28, 6]"
723,"[8, 41, 50]"
724,"[17, 35, 5]"
725,"[8, 41, 50]"
726,"[45, 5, 54]"
727,"[49, 29, 57]"
728,"[3, 21, 39]"
729,"[56, 26, 50]"
730,"[8, 48, 28]"
731,"[3, 19, 28]"
732,"[56, 25, 21]"
733,"[57, 3, 22]"
734,"[57, 4, 15]"
735,"[8, 57, 11]"
736,"[28, 54, 15]"
737,"[57, 50, 45]"
738,"[56, 1, 21]"
739,"[3, 19, 28]"
740,"[57, 50, 22]"
741,"[49, 50, 5]"
742,"[17, 28, 55]"
743,"[3, 28, 55]"
744,"[57, 6, 31]"
745,"[57, 39, 49]"
746,"[57, 50, 15]"
747,"[0, 41, 57]"
748,"[26, 3, 54]"
749,"[57, 21, 47]"
750,"[48, 28, 6]"
751,"[56, 28, 15]"
752,"[54, 5, 62]"
753,"[49, 50, 21]"
754,"[57, 6, 31]"
755,"[56, 41, 3]"
756,"[1, 28, 54]"
757,"[8, 57, 44]"
758,"[8, 54, 22]"
759,"[41, 60, 54]"
760,"[57, 37, 55]"
761,"[56, 4, 29]"
762,"[56, 41, 3]"
763,"[41, 4, 5]"
764,"[40, 28, 6]"
765,"[8, 57, 31]"
766,"[17, 37, 21]"
767,"[17, 54, 55]"
768,"[21, 6, 23]"
769,"[17, 50, 4]"
770,"[28, 5, 62]"
771,"[8, 54, 62]"
772,"[49, 50, 5]"
773,"[57, 5, 31]"
774,"[57, 11, 6]"
775,"[57, 26, 41]"
776,"[56, 50, 29]"
777,"[26, 60, 54]"
778,"[40, 54, 6]"
779,"[41, 57, 39]"
780,"[32, 28, 21]"
781,"[8, 48, 5]"
782,"[48, 5, 54]"
783,"[50, 19, 54]"
784,"[57, 5, 53]"
785,"[3, 19, 28]"
786,"[8, 26, 4]"
787,"[56, 21, 15]"
788,"[35, 4, 6]"
789,"[17, 29, 6]"
790,"[49, 3, 28]"
791,"[8, 59, 6]"
792,"[17, 35, 5]"
793,"[16, 57, 28]"
794,"[21, 45, 54]"
795,"[64, 8, 6]"
796,"[41, 35, 57]"
797,"[32, 17, 57]"
798,"[0, 17, 56]"
799,"[57, 36, 21]"
800,"[57, 2, 21]"
801,"[28, 5, 22]"
802,"[21, 59, 5]"
803,"[57, 5, 46]"
804,"[56, 17, 35]"
805,"[17, 28, 29]"
806,"[41, 50, 6]"
807,"[26, 3, 6]"
808,"[26, 3, 6]"
809,"[56, 17, 37]"
810,"[57, 28, 44]"
811,"[59, 21, 54]"
812,"[57, 28, 52]"
813,"[3, 35, 54]"
814,"[25, 4, 57]"
815,"[56, 17, 29]"
816,"[56, 32, 28]"
817,"[5, 45, 54]"
818,"[24, 8, 56]"
819,"[41, 50, 54]"
820,"[17, 50, 3]"
821,"[5, 54, 15]"
822,"[8, 48, 21]"
823,"[41, 60, 21]"
824,"[8, 57, 58]"
825,"[3, 37, 54]"
826,"[57, 20, 21]"
827,"[8, 3, 29]"
828,"[17, 28, 55]"
829,"[25, 28, 21]"
830,"[50, 35, 21]"
831,"[64, 28, 6]"
832,"[17, 37, 54]"
833,"[48, 28, 6]"
834,"[3, 28, 29]"
835,"[41, 3, 28]"
836,"[3, 54, 39]"
837,"[57, 29, 37]"
838,"[57, 19, 49]"
839,"[50, 6, 39]"
840,"[17, 35, 28]"
841,"[21, 62, 6]"
842,"[8, 56, 22]"
843,"[57, 4, 23]"
844,"[40, 21, 6]"
845,"[8, 57, 43]"
846,"[57, 26, 49]"
847,"[4, 54, 39]"
848,"[56, 4, 55]"
849,"[57, 6, 47]"
850,"[60, 29, 54]"
851,"[29, 60, 21]"
852,"[8, 50, 39]"
853,"[8, 40, 6]"
854,"[35, 4, 54]"
855,"[8, 57, 11]"
856,"[50, 35, 54]"
857,"[49, 4, 21]"
858,"[8, 56, 62]"
859,"[3, 35, 21]"
860,"[8, 57, 36]"
861,"[49, 60, 54]"
862,"[57, 2, 6]"
863,"[41, 50, 5]"
864,"[8, 17, 35]"
865,"[8, 25, 56]"
866,"[50, 6, 39]"
867,"[49, 19, 57]"
868,"[56, 17, 26]"
869,"[8, 60, 55]"
870,"[8, 54, 62]"
871,"[8, 3, 55]"
872,"[26, 3, 6]"
873,"[56, 50, 35]"
874,"[26, 3, 6]"
875,"[57, 28, 31]"
876,"[8, 41, 50]"
877,"[56, 50, 35]"
878,"[0, 17, 56]"
879,"[50, 19, 6]"
880,"[8, 1, 5]"
881,"[56, 41, 4]"
882,"[8, 57, 46]"
883,"[56, 50, 19]"
884,"[26, 3, 5]"
885,"[26, 4, 54]"
886,"[40, 5, 54]"
887,"[17, 21, 41]"
888,"[25, 17, 57]"
889,"[41, 60, 28]"
890,"[25, 21, 54]"
891,"[17, 4, 60]"
892,"[0, 8, 50]"
893,"[0, 8, 50]"
894,"[48, 57, 17]"
895,"[8, 24, 56]"
896,"[56, 19, 4]"
897,"[57, 50, 45]"
898,"[8, 57, 47]"
899,"[56, 4, 37]"
900,"[50, 3, 60]"
901,"[1, 28, 6]"
902,"[50, 3, 4]"
903,"[57, 50, 23]"
904,"[57, 36, 21]"
905,"[17, 35, 5]"
906,"[0, 60, 21]"
907,"[57, 18, 4]"
908,"[56, 50, 29]"
909,"[56, 28, 15]"
910,"[17, 25, 57]"
911,"[8, 5, 62]"
912,"[35, 60, 5]"
913,"[57, 21, 31]"
914,"[56, 28, 23]"
915,"[57, 50, 1]"
916,"[16, 57, 8]"
917,"[8, 35, 3]"
918,"[57, 35, 39]"
919,"[8, 17, 55]"
920,"[50, 5, 39]"
921,"[17, 54, 39]"
922,"[8, 57, 36]"
923,"[40, 28, 21]"
924,"[17, 3, 4]"
925,"[57, 26, 19]"
926,"[8, 60, 29]"
927,"[21, 62, 6]"
928,"[24, 5, 54]"
929,"[17, 5, 49]"
930,"[8, 60, 39]"
931,"[56, 8, 45]"
932,"[57, 13, 6]"
933,"[24, 57, 3]"
934,"[8, 59, 5]"
935,"[56, 4, 55]"
936,"[17, 3, 4]"
937,"[57, 50, 45]"
938,"[24, 56, 21]"
939,"[40, 8, 5]"
940,"[57, 17, 15]"
941,"[4, 37, 54]"
942,"[40, 17, 57]"
943,"[17, 35, 5]"
944,"[8, 18, 5]"
945,"[28, 54, 22]"
946,"[57, 44, 5]"
947,"[49, 3, 28]"
948,"[17, 57, 15]"
949,"[37, 4, 21]"
950,"[24, 8, 56]"
951,"[0, 17, 56]"
952,"[57, 21, 47]"
953,"[8, 59, 6]"
954,"[8, 18, 5]"
955,"[57, 5, 30]"
956,"[32, 56, 54]"
957,"[19, 60, 5]"
958,"[24, 28, 54]"
959,"[40, 54, 6]"
960,"[18, 28, 5]"
961,"[17, 5, 41]"
962,"[19, 4, 21]"
963,"[49, 19, 57]"
964,"[64, 21, 6]"
965,"[57, 21, 31]"
966,"[57, 42, 5]"
967,"[50, 54, 55]"
968,"[56, 1, 28]"
969,"[57, 20, 21]"
970,"[24, 28, 5]"
971,"[50, 3, 4]"
972,"[5, 54, 22]"
973,"[35, 60, 6]"
974,"[8, 18, 54]"
975,"[4, 5, 55]"
976,"[50, 3, 4]"
977,"[4, 6, 39]"
978,"[41, 60, 6]"
979,"[8, 24, 54]"
980,"[49, 50, 21]"
981,"[8, 17, 39]"
982,"[41, 3, 5]"
983,"[28, 54, 15]"
984,"[54, 5, 62]"
985,"[57, 26, 35]"
986,"[57, 36, 21]"
987,"[45, 28, 21]"
988,"[4, 5, 55]"
989,"[37, 60, 5]"
990,"[0, 57, 55]"
991,"[32, 56, 21]"
992,"[57, 50, 15]"
993,"[29, 4, 21]"
994,"[1, 28, 54]"
995,"[0, 41, 57]"
996,"[8, 1, 28]"
997,"[28, 37, 60]"
998,"[8, 59, 28]"
