,pred_hy
141,"[48, 25, 55]"
142,"[58, 62, 31]"
143,"[48, 57, 47]"
144,"[24, 58, 61]"
145,"[24, 58, 61]"
146,"[56, 58, 59]"
147,"[56, 58, 59]"
148,"[36, 62, 63]"
149,"[38, 35, 62]"
150,"[38, 35, 62]"
151,"[48, 57, 13]"
152,"[34, 38, 55]"
153,"[24, 33, 52]"
154,"[48, 33, 54]"
155,"[49, 57, 55]"
156,"[49, 57, 55]"
157,"[40, 51, 31]"
158,"[56, 19, 38]"
159,"[56, 19, 38]"
160,"[65, 58, 45]"
161,"[56, 42, 61]"
162,"[57, 31, 55]"
163,"[45, 61, 55]"
164,"[61, 45, 55]"
165,"[65, 11, 62]"
166,"[65, 11, 62]"
167,"[40, 53, 61]"
168,"[40, 33, 54]"
169,"[52, 60, 15]"
170,"[40, 19, 43]"
171,"[58, 13, 38]"
172,"[58, 13, 38]"
173,"[58, 13, 38]"
174,"[61, 19, 13]"
175,"[64, 62, 6]"
176,"[19, 13, 62]"
177,"[58, 19, 54]"
178,"[58, 19, 54]"
179,"[0, 60, 63]"
180,"[0, 60, 63]"
181,"[57, 34, 33]"
182,"[48, 33, 47]"
183,"[48, 40, 54]"
184,"[40, 48, 54]"
185,"[60, 13, 38]"
186,"[48, 42, 55]"
187,"[48, 42, 55]"
188,"[56, 60, 53]"
189,"[19, 60, 54]"
190,"[56, 27, 55]"
191,"[56, 27, 55]"
192,"[56, 27, 55]"
193,"[51, 60, 45]"
194,"[48, 35, 60]"
195,"[42, 58, 60]"
196,"[42, 60, 58]"
197,"[61, 46, 55]"
198,"[40, 19, 38]"
199,"[38, 59, 62]"
200,"[38, 59, 62]"
201,"[38, 59, 62]"
202,"[40, 43, 54]"
203,"[54, 62, 47]"
204,"[48, 60, 39]"
205,"[56, 33, 35]"
206,"[56, 33, 35]"
207,"[44, 52, 60]"
208,"[52, 54, 39]"
209,"[57, 37, 55]"
210,"[24, 57, 61]"
211,"[24, 57, 61]"
212,"[40, 60, 39]"
213,"[42, 52, 38]"
214,"[42, 52, 38]"
215,"[42, 52, 38]"
216,"[57, 61, 31]"
217,"[54, 62, 22]"
218,"[56, 24, 55]"
219,"[40, 57, 34]"
220,"[56, 33, 34]"
221,"[48, 40, 47]"
222,"[33, 59, 57]"
223,"[64, 26, 58]"
224,"[48, 59, 60]"
225,"[48, 59, 60]"
226,"[48, 56, 35]"
227,"[56, 48, 35]"
228,"[58, 35, 38]"
229,"[16, 57, 52]"
230,"[11, 52, 62]"
231,"[26, 61, 55]"
232,"[26, 61, 55]"
233,"[26, 61, 55]"
234,"[26, 61, 55]"
235,"[62, 13, 54]"
236,"[54, 13, 62]"
237,"[58, 61, 23]"
238,"[40, 59, 60]"
239,"[40, 42, 61]"
240,"[48, 33, 13]"
241,"[48, 33, 13]"
242,"[48, 33, 13]"
243,"[56, 40, 35]"
244,"[35, 60, 38]"
245,"[35, 60, 38]"
246,"[40, 61, 29]"
247,"[56, 37, 55]"
248,"[56, 37, 55]"
249,"[48, 57, 39]"
250,"[56, 34, 40]"
251,"[56, 62, 31]"
252,"[57, 37, 61]"
253,"[57, 37, 61]"
254,"[35, 54, 55]"
255,"[40, 31, 55]"
256,"[58, 19, 13]"
257,"[26, 52, 58]"
258,"[26, 52, 58]"
259,"[26, 58, 52]"
260,"[65, 45, 57]"
261,"[65, 45, 57]"
262,"[27, 43, 52]"
263,"[27, 43, 52]"
264,"[48, 60, 53]"
265,"[48, 60, 53]"
266,"[48, 60, 53]"
267,"[48, 60, 53]"
268,"[24, 58, 60]"
269,"[56, 60, 29]"
270,"[19, 60, 13]"
271,"[16, 33, 52]"
272,"[40, 43, 13]"
273,"[40, 43, 13]"
274,"[57, 51, 45]"
275,"[57, 51, 45]"
276,"[58, 60, 30]"
277,"[48, 40, 13]"
278,"[17, 60, 52]"
279,"[33, 38, 22]"
280,"[33, 38, 22]"
281,"[56, 33, 53]"
282,"[28, 60, 55]"
283,"[56, 35, 38]"
284,"[56, 37, 61]"
285,"[26, 52, 60]"
286,"[48, 33, 35]"
287,"[48, 33, 35]"
288,"[34, 19, 61]"
289,"[34, 19, 61]"
290,"[34, 19, 62]"
291,"[60, 38, 39]"
292,"[60, 38, 39]"
293,"[56, 52, 15]"
294,"[54, 35, 62]"
295,"[19, 59, 61]"
296,"[59, 60, 38]"
297,"[57, 58, 30]"
298,"[48, 25, 60]"
299,"[40, 27, 61]"
300,"[17, 61, 62]"
301,"[33, 42, 60]"
302,"[56, 28, 52]"
303,"[40, 61, 31]"
304,"[40, 61, 31]"
305,"[40, 61, 31]"
306,"[33, 37, 61]"
307,"[65, 5, 62]"
308,"[65, 5, 62]"
309,"[27, 52, 38]"
310,"[24, 57, 58]"
311,"[24, 57, 58]"
312,"[19, 61, 39]"
313,"[40, 62, 30]"
314,"[57, 34, 38]"
315,"[57, 34, 38]"
316,"[40, 33, 35]"
317,"[19, 62, 39]"
318,"[24, 40, 61]"
319,"[40, 24, 61]"
320,"[40, 13, 38]"
321,"[56, 44, 52]"
322,"[56, 44, 52]"
323,"[42, 61, 38]"
324,"[42, 61, 38]"
325,"[50, 58, 55]"
326,"[57, 54, 22]"
327,"[42, 19, 52]"
328,"[58, 28, 61]"
329,"[40, 48, 39]"
330,"[33, 28, 52]"
331,"[48, 33, 59]"
332,"[52, 38, 30]"
333,"[40, 48, 35]"
334,"[40, 48, 35]"
335,"[16, 48, 52]"
336,"[57, 19, 47]"
337,"[57, 19, 47]"
338,"[58, 53, 38]"
339,"[57, 19, 22]"
340,"[57, 19, 22]"
341,"[57, 19, 22]"
342,"[48, 42, 60]"
343,"[48, 42, 60]"
344,"[64, 57, 26]"
345,"[48, 60, 29]"
346,"[48, 60, 29]"
347,"[48, 60, 29]"
348,"[48, 60, 29]"
349,"[34, 13, 55]"
350,"[34, 13, 55]"
351,"[33, 35, 38]"
352,"[33, 35, 38]"
353,"[56, 34, 38]"
354,"[56, 34, 38]"
355,"[56, 34, 38]"
356,"[27, 43, 55]"
357,"[43, 19, 54]"
358,"[43, 19, 54]"
359,"[43, 19, 54]"
360,"[28, 61, 60]"
361,"[28, 62, 60]"
362,"[40, 33, 59]"
363,"[33, 51, 45]"
364,"[58, 12, 61]"
365,"[58, 12, 61]"
366,"[17, 52, 57]"
367,"[32, 58, 62]"
368,"[32, 58, 62]"
369,"[32, 58, 62]"
370,"[33, 34, 38]"
371,"[40, 61, 37]"
372,"[40, 37, 61]"
373,"[18, 62, 55]"
374,"[56, 19, 47]"
375,"[56, 59, 38]"
376,"[56, 59, 38]"
377,"[19, 53, 62]"
378,"[50, 60, 55]"
379,"[50, 60, 55]"
380,"[18, 61, 55]"
381,"[18, 61, 55]"
382,"[18, 61, 55]"
383,"[48, 57, 42]"
384,"[57, 28, 55]"
385,"[57, 60, 37]"
386,"[40, 43, 39]"
387,"[0, 60, 61]"
388,"[56, 33, 42]"
389,"[56, 33, 42]"
390,"[2, 51, 61]"
391,"[32, 60, 62]"
392,"[32, 60, 62]"
393,"[12, 61, 60]"
394,"[58, 60, 23]"
395,"[56, 49, 57]"
396,"[60, 13, 47]"
397,"[60, 13, 47]"
398,"[48, 34, 38]"
399,"[31, 38, 55]"
400,"[31, 38, 55]"
401,"[19, 58, 59]"
402,"[0, 60, 62]"
403,"[34, 60, 54]"
404,"[34, 60, 54]"
405,"[34, 13, 62]"
406,"[48, 58, 27]"
407,"[24, 33, 58]"
408,"[49, 61, 38]"
409,"[58, 45, 61]"
410,"[19, 59, 60]"
411,"[48, 19, 47]"
412,"[25, 58, 38]"
413,"[0, 57, 55]"
414,"[48, 19, 13]"
415,"[48, 19, 13]"
416,"[38, 49, 62]"
417,"[33, 59, 38]"
418,"[11, 61, 55]"
419,"[11, 61, 55]"
420,"[50, 58, 62]"
421,"[24, 33, 60]"
422,"[56, 60, 37]"
423,"[48, 54, 47]"
424,"[48, 54, 47]"
425,"[58, 61, 46]"
426,"[56, 53, 38]"
427,"[56, 53, 38]"
428,"[56, 53, 38]"
429,"[17, 60, 55]"
430,"[48, 38, 39]"
431,"[48, 27, 60]"
432,"[48, 27, 60]"
433,"[48, 27, 60]"
434,"[61, 6, 55]"
435,"[46, 58, 62]"
436,"[60, 54, 39]"
437,"[40, 65, 45]"
438,"[56, 49, 33]"
439,"[40, 43, 59]"
440,"[11, 58, 51]"
441,"[48, 54, 22]"
442,"[40, 38, 39]"
443,"[40, 54, 47]"
444,"[13, 62, 39]"
445,"[13, 62, 39]"
446,"[13, 62, 39]"
447,"[13, 62, 39]"
448,"[34, 35, 55]"
449,"[34, 35, 55]"
450,"[57, 12, 61]"
451,"[56, 0, 55]"
452,"[56, 0, 55]"
453,"[56, 12, 55]"
454,"[2, 61, 63]"
455,"[51, 19, 31]"
456,"[40, 51, 45]"
457,"[33, 27, 57]"
458,"[57, 27, 33]"
459,"[26, 60, 55]"
460,"[24, 57, 56]"
461,"[48, 41, 52]"
462,"[48, 41, 52]"
463,"[57, 28, 62]"
464,"[43, 23, 63]"
465,"[38, 62, 31]"
466,"[38, 62, 31]"
467,"[38, 62, 31]"
468,"[38, 62, 31]"
469,"[42, 58, 38]"
470,"[42, 58, 38]"
471,"[32, 56, 55]"
472,"[24, 48, 60]"
473,"[48, 24, 60]"
474,"[60, 61, 46]"
475,"[60, 61, 46]"
476,"[60, 61, 46]"
477,"[38, 27, 62]"
478,"[58, 59, 54]"
479,"[25, 19, 61]"
480,"[25, 19, 61]"
481,"[33, 13, 54]"
482,"[33, 13, 54]"
483,"[27, 52, 54]"
484,"[64, 33, 26]"
485,"[64, 33, 26]"
486,"[64, 33, 26]"
487,"[32, 57, 61]"
488,"[58, 19, 53]"
489,"[16, 33, 62]"
490,"[59, 60, 54]"
491,"[23, 38, 63]"
492,"[56, 33, 27]"
493,"[58, 11, 52]"
494,"[48, 33, 42]"
495,"[48, 33, 42]"
496,"[48, 33, 42]"
497,"[57, 19, 39]"
498,"[52, 38, 23]"
499,"[56, 41, 55]"
500,"[56, 41, 55]"
501,"[19, 60, 53]"
502,"[19, 60, 53]"
503,"[19, 60, 53]"
504,"[56, 34, 19]"
505,"[56, 34, 19]"
506,"[48, 33, 29]"
507,"[48, 33, 29]"
508,"[59, 52, 39]"
509,"[48, 57, 30]"
510,"[48, 13, 54]"
511,"[56, 19, 59]"
512,"[56, 57, 37]"
513,"[19, 13, 38]"
514,"[56, 61, 15]"
515,"[56, 61, 15]"
516,"[57, 42, 38]"
517,"[0, 57, 62]"
518,"[48, 57, 27]"
519,"[57, 59, 54]"
520,"[40, 57, 31]"
521,"[43, 13, 54]"
522,"[43, 13, 54]"
523,"[18, 61, 62]"
524,"[24, 57, 48]"
525,"[42, 52, 47]"
526,"[58, 34, 13]"
527,"[40, 33, 29]"
528,"[40, 33, 29]"
529,"[40, 57, 27]"
530,"[40, 57, 27]"
531,"[56, 28, 61]"
532,"[56, 45, 55]"
533,"[17, 55, 57]"
534,"[37, 43, 61]"
535,"[56, 50, 55]"
536,"[56, 50, 55]"
537,"[56, 50, 55]"
538,"[33, 26, 52]"
539,"[33, 26, 52]"
540,"[33, 26, 52]"
541,"[27, 58, 43]"
542,"[33, 34, 54]"
543,"[42, 52, 22]"
544,"[0, 56, 61]"
545,"[0, 56, 61]"
546,"[56, 12, 61]"
547,"[34, 60, 13]"
548,"[49, 19, 55]"
549,"[40, 53, 38]"
550,"[40, 53, 38]"
551,"[48, 33, 49]"
552,"[35, 59, 55]"
553,"[35, 59, 55]"
554,"[35, 59, 55]"
555,"[17, 60, 62]"
556,"[49, 54, 55]"
557,"[48, 34, 19]"
558,"[57, 36, 63]"
559,"[0, 58, 60]"
560,"[32, 56, 61]"
561,"[26, 60, 61]"
562,"[40, 33, 49]"
563,"[40, 49, 33]"
564,"[56, 48, 31]"
565,"[0, 33, 61]"
566,"[0, 33, 61]"
567,"[33, 28, 62]"
568,"[57, 22, 47]"
569,"[57, 22, 47]"
570,"[57, 22, 47]"
571,"[40, 34, 19]"
572,"[40, 28, 55]"
573,"[48, 32, 55]"
574,"[56, 46, 55]"
575,"[32, 58, 60]"
576,"[16, 48, 62]"
577,"[53, 62, 47]"
578,"[53, 62, 47]"
579,"[56, 59, 54]"
580,"[33, 35, 54]"
581,"[33, 35, 54]"
582,"[38, 37, 62]"
583,"[1, 58, 63]"
584,"[48, 34, 54]"
585,"[48, 13, 47]"
586,"[25, 13, 62]"
587,"[19, 38, 22]"
588,"[19, 38, 22]"
589,"[19, 38, 22]"
590,"[16, 52, 38]"
591,"[54, 38, 22]"
592,"[48, 33, 27]"
593,"[35, 60, 13]"
594,"[33, 60, 23]"
595,"[48, 57, 37]"
596,"[48, 57, 37]"
597,"[48, 33, 31]"
598,"[56, 41, 62]"
599,"[48, 19, 39]"
600,"[48, 19, 39]"
601,"[56, 19, 53]"
602,"[56, 19, 53]"
603,"[60, 13, 39]"
604,"[60, 13, 39]"
605,"[60, 13, 39]"
606,"[56, 29, 38]"
607,"[56, 29, 38]"
608,"[56, 29, 38]"
609,"[46, 57, 62]"
610,"[27, 54, 55]"
611,"[58, 27, 38]"
612,"[60, 21, 52]"
613,"[40, 19, 39]"
614,"[40, 19, 39]"
615,"[58, 12, 60]"
616,"[58, 12, 60]"
617,"[59, 60, 47]"
618,"[58, 38, 31]"
619,"[58, 38, 31]"
620,"[53, 62, 22]"
621,"[43, 23, 55]"
622,"[40, 33, 27]"
623,"[24, 43, 61]"
624,"[40, 13, 22]"
625,"[48, 41, 55]"
626,"[40, 61, 15]"
627,"[40, 61, 15]"
628,"[40, 59, 19]"
629,"[40, 19, 59]"
630,"[40, 19, 59]"
631,"[49, 19, 62]"
632,"[49, 19, 62]"
633,"[35, 19, 38]"
634,"[19, 35, 38]"
635,"[48, 28, 61]"
636,"[48, 28, 61]"
637,"[48, 12, 55]"
638,"[48, 12, 55]"
639,"[48, 12, 55]"
640,"[16, 56, 58]"
641,"[54, 49, 62]"
642,"[48, 17, 52]"
643,"[58, 19, 29]"
644,"[56, 45, 61]"
645,"[58, 59, 13]"
646,"[52, 38, 15]"
647,"[56, 34, 13]"
648,"[23, 38, 55]"
649,"[23, 38, 55]"
650,"[42, 19, 60]"
651,"[56, 45, 62]"
652,"[57, 58, 28]"
653,"[58, 36, 55]"
654,"[40, 35, 54]"
655,"[48, 45, 55]"
656,"[48, 45, 55]"
657,"[56, 17, 55]"
658,"[56, 17, 55]"
659,"[48, 33, 24]"
660,"[24, 58, 38]"
661,"[24, 58, 38]"
662,"[24, 58, 38]"
663,"[40, 54, 39]"
664,"[40, 54, 39]"
665,"[19, 60, 29]"
666,"[19, 60, 29]"
667,"[19, 60, 29]"
668,"[19, 60, 29]"
669,"[59, 60, 13]"
670,"[59, 60, 13]"
671,"[33, 35, 47]"
672,"[17, 62, 57]"
673,"[40, 43, 29]"
674,"[33, 45, 61]"
675,"[60, 39, 47]"
676,"[60, 39, 47]"
677,"[40, 28, 61]"
678,"[40, 28, 61]"
679,"[40, 28, 61]"
680,"[27, 19, 61]"
681,"[19, 27, 61]"
682,"[33, 50, 61]"
683,"[33, 50, 61]"
684,"[57, 59, 47]"
685,"[57, 59, 47]"
686,"[57, 59, 47]"
687,"[40, 48, 27]"
688,"[40, 48, 27]"
689,"[57, 59, 22]"
690,"[27, 61, 54]"
691,"[57, 58, 12]"
692,"[11, 57, 51]"
693,"[40, 48, 31]"
694,"[56, 46, 62]"
695,"[34, 35, 60]"
696,"[48, 50, 55]"
697,"[48, 50, 55]"
698,"[48, 50, 55]"
699,"[40, 60, 23]"
700,"[32, 48, 62]"
701,"[48, 42, 38]"
702,"[25, 19, 57]"
703,"[33, 50, 62]"
704,"[19, 62, 31]"
705,"[0, 57, 58]"
706,"[0, 38, 63]"
707,"[32, 40, 61]"
708,"[56, 49, 38]"
709,"[57, 34, 22]"
710,"[57, 34, 22]"
711,"[57, 26, 61]"
712,"[32, 40, 62]"
713,"[5, 61, 55]"
714,"[5, 61, 55]"
715,"[42, 35, 52]"
716,"[19, 37, 55]"
717,"[48, 46, 55]"
718,"[48, 59, 54]"
719,"[48, 29, 38]"
720,"[57, 42, 19]"
721,"[57, 42, 19]"
722,"[48, 19, 53]"
723,"[57, 12, 60]"
724,"[24, 52, 13]"
725,"[57, 19, 29]"
726,"[13, 38, 47]"
727,"[33, 34, 13]"
728,"[24, 19, 61]"
729,"[24, 19, 61]"
730,"[24, 19, 61]"
731,"[36, 60, 55]"
732,"[48, 12, 61]"
733,"[56, 59, 47]"
734,"[65, 45, 38]"
735,"[60, 29, 54]"
736,"[60, 29, 54]"
737,"[40, 29, 38]"
738,"[52, 38, 44]"
739,"[48, 41, 62]"
740,"[33, 27, 43]"
741,"[33, 27, 43]"
742,"[40, 33, 37]"
743,"[40, 33, 37]"
744,"[42, 61, 22]"
745,"[24, 54, 62]"
746,"[19, 54, 47]"
747,"[33, 26, 55]"
748,"[60, 53, 47]"
749,"[0, 58, 56]"
750,"[58, 53, 13]"
751,"[58, 53, 13]"
752,"[58, 13, 53]"
753,"[58, 37, 38]"
754,"[1, 61, 62]"
755,"[40, 12, 61]"
756,"[17, 55, 33]"
757,"[51, 45, 38]"
758,"[38, 62, 23]"
759,"[42, 13, 62]"
760,"[13, 38, 22]"
761,"[13, 38, 22]"
762,"[56, 59, 13]"
763,"[56, 59, 13]"
764,"[19, 61, 30]"
765,"[19, 62, 30]"
766,"[19, 62, 30]"
767,"[19, 62, 30]"
768,"[19, 62, 30]"
769,"[19, 54, 22]"
770,"[19, 54, 22]"
771,"[19, 59, 38]"
772,"[56, 28, 60]"
773,"[57, 22, 39]"
774,"[19, 23, 63]"
775,"[8, 65, 62]"
776,"[13, 60, 53]"
777,"[48, 34, 13]"
778,"[48, 34, 13]"
779,"[34, 53, 62]"
780,"[34, 53, 62]"
781,"[19, 52, 23]"
782,"[42, 52, 34]"
783,"[42, 52, 34]"
784,"[60, 53, 22]"
785,"[25, 43, 57]"
786,"[51, 31, 47]"
787,"[49, 58, 19]"
788,"[18, 60, 55]"
789,"[56, 58, 12]"
790,"[37, 19, 61]"
791,"[37, 19, 61]"
792,"[56, 42, 19]"
793,"[56, 17, 62]"
794,"[25, 60, 13]"
795,"[52, 45, 38]"
796,"[40, 50, 61]"
797,"[40, 48, 37]"
798,"[56, 19, 29]"
799,"[56, 19, 29]"
800,"[56, 19, 29]"
801,"[33, 59, 22]"
802,"[33, 59, 22]"
803,"[48, 50, 62]"
804,"[48, 50, 62]"
805,"[57, 60, 45]"
806,"[57, 50, 58]"
807,"[33, 28, 60]"
808,"[58, 36, 62]"
809,"[56, 26, 61]"
810,"[48, 61, 46]"
811,"[40, 43, 27]"
812,"[58, 59, 34]"
813,"[25, 13, 57]"
814,"[32, 33, 58]"
815,"[26, 60, 58]"
816,"[57, 58, 46]"
817,"[57, 58, 46]"
818,"[27, 13, 55]"
819,"[40, 34, 22]"
820,"[42, 52, 39]"
821,"[56, 44, 60]"
822,"[48, 26, 55]"
823,"[48, 26, 55]"
824,"[48, 26, 55]"
825,"[48, 59, 47]"
826,"[48, 59, 47]"
827,"[57, 36, 55]"
828,"[34, 60, 39]"
829,"[34, 60, 39]"
830,"[48, 20, 55]"
831,"[43, 29, 38]"
832,"[40, 61, 46]"
833,"[40, 61, 46]"
834,"[52, 29, 39]"
835,"[56, 24, 38]"
836,"[2, 51, 58]"
837,"[49, 13, 61]"
838,"[49, 13, 61]"
839,"[17, 43, 52]"
840,"[17, 43, 52]"
841,"[56, 11, 51]"
842,"[53, 62, 39]"
843,"[53, 62, 39]"
844,"[48, 25, 19]"
845,"[32, 33, 60]"
846,"[58, 19, 31]"
847,"[58, 19, 31]"
848,"[1, 63, 57]"
849,"[56, 53, 13]"
850,"[56, 13, 53]"
851,"[40, 59, 47]"
852,"[43, 28, 62]"
853,"[43, 28, 62]"
854,"[56, 53, 47]"
855,"[33, 26, 61]"
856,"[57, 50, 60]"
857,"[56, 50, 58]"
858,"[16, 38, 62]"
859,"[16, 38, 62]"
860,"[49, 13, 62]"
861,"[56, 41, 60]"
862,"[33, 34, 35]"
863,"[33, 34, 35]"
864,"[33, 34, 35]"
865,"[24, 52, 47]"
866,"[58, 54, 31]"
867,"[35, 38, 47]"
868,"[48, 39, 47]"
869,"[33, 59, 13]"
870,"[27, 35, 52]"
871,"[16, 33, 56]"
872,"[56, 58, 45]"
873,"[57, 18, 55]"
874,"[28, 38, 55]"
875,"[40, 33, 23]"
876,"[27, 60, 54]"
877,"[16, 52, 54]"
878,"[19, 53, 38]"
879,"[19, 53, 38]"
880,"[56, 43, 37]"
881,"[56, 43, 37]"
882,"[40, 17, 55]"
883,"[0, 48, 58]"
884,"[0, 48, 58]"
885,"[56, 53, 22]"
886,"[11, 33, 51]"
887,"[40, 58, 28]"
888,"[40, 60, 15]"
889,"[60, 54, 31]"
890,"[17, 62, 33]"
891,"[0, 38, 55]"
892,"[0, 38, 55]"
893,"[57, 34, 59]"
894,"[57, 34, 59]"
895,"[2, 61, 55]"
896,"[2, 61, 55]"
897,"[40, 27, 38]"
898,"[65, 62, 14]"
899,"[24, 58, 19]"
900,"[24, 58, 19]"
901,"[48, 42, 19]"
902,"[48, 42, 19]"
903,"[48, 42, 19]"
904,"[24, 52, 22]"
905,"[13, 62, 30]"
906,"[13, 62, 30]"
907,"[13, 62, 30]"
908,"[56, 60, 45]"
909,"[56, 60, 45]"
910,"[56, 11, 52]"
911,"[56, 35, 59]"
912,"[42, 60, 47]"
913,"[49, 19, 57]"
914,"[35, 38, 22]"
915,"[16, 19, 52]"
916,"[58, 38, 23]"
917,"[58, 38, 23]"
918,"[48, 51, 36]"
919,"[13, 62, 31]"
920,"[13, 62, 31]"
921,"[13, 62, 31]"
922,"[13, 62, 31]"
923,"[48, 57, 16]"
924,"[19, 13, 47]"
925,"[48, 34, 35]"
926,"[42, 58, 22]"
927,"[40, 42, 19]"
928,"[58, 54, 30]"
929,"[35, 60, 53]"
930,"[35, 60, 53]"
931,"[35, 60, 53]"
932,"[32, 58, 40]"
933,"[40, 19, 29]"
934,"[40, 19, 29]"
935,"[58, 19, 30]"
936,"[58, 19, 30]"
937,"[24, 19, 60]"
938,"[34, 13, 38]"
939,"[34, 13, 38]"
940,"[42, 60, 22]"
941,"[48, 25, 43]"
942,"[33, 35, 39]"
943,"[58, 34, 53]"
944,"[0, 57, 56]"
945,"[32, 57, 56]"
946,"[40, 25, 43]"
947,"[40, 25, 43]"
948,"[33, 42, 54]"
949,"[57, 34, 39]"
950,"[57, 34, 39]"
951,"[0, 48, 60]"
952,"[0, 48, 60]"
953,"[0, 48, 60]"
954,"[48, 0, 60]"
955,"[38, 53, 54]"
956,"[25, 34, 55]"
957,"[33, 29, 54]"
958,"[19, 13, 22]"
959,"[19, 13, 22]"
960,"[19, 13, 22]"
961,"[32, 43, 61]"
962,"[32, 43, 61]"
963,"[42, 58, 13]"
964,"[33, 53, 22]"
965,"[33, 53, 22]"
966,"[24, 13, 62]"
967,"[34, 19, 54]"
968,"[34, 19, 54]"
969,"[42, 60, 13]"
970,"[58, 19, 37]"
971,"[58, 19, 37]"
972,"[34, 60, 53]"
973,"[34, 60, 53]"
974,"[34, 60, 53]"
975,"[58, 61, 6]"
976,"[18, 60, 61]"
977,"[40, 59, 13]"
978,"[40, 59, 13]"
979,"[33, 50, 60]"
980,"[29, 60, 13]"
981,"[13, 60, 29]"
982,"[25, 61, 39]"
983,"[25, 61, 39]"
984,"[48, 17, 61]"
985,"[60, 38, 23]"
986,"[49, 35, 55]"
987,"[49, 35, 55]"
988,"[60, 54, 30]"
989,"[17, 58, 57]"
990,"[19, 60, 30]"
991,"[19, 60, 30]"
992,"[27, 57, 19]"
993,"[19, 57, 27]"
994,"[49, 19, 33]"
995,"[49, 61, 22]"
996,"[13, 37, 55]"
997,"[33, 44, 57]"
998,"[57, 44, 33]"
